pub_date	title	venue	excerpt	authors	citation	abstract	paper_url	preprint_url	arXiv_url	pdf_url	code_url	url_slug
2018-01-01	Plate tectonics and continental basaltic geochemistry throughout Earth history	Earth and Planetary Science Letters	In this longer-format paper we examine in detail the record of basaltic rocks preserved in the continental crust, building on the weighted bootstrap resampling procedure of Keller and Schoene, 2012. A range of rapid trace element variations in the basaltic record can be explained as a result of mantle melting systematics (changing partition coefficients as a result of Grt and Cpx-out). Both trace element signatures of slab fluid input and major element signatures of calc-alkaline vs tholeiitic differentiation are remarkably stable and consistently arc-like, strongly suggesting the occurence of subduction and plate tectonics throughout the preserved rock record (back to at least 3.85 Ga). While some non-plate tectonic models may produce some flux melting, a virtually constant proportion of flux to decompression melting in the preserved continental record is a tall order for any non-plate model for Archean tectonics. 	Brenhin Keller and Blair Schoene.	Keller, C.B. & Schoene, B. (2018). Plate tectonics and continental basaltic geochemistry throughout Earth history. <i>Earth and Planetary Science Letters</i> 481, 290–304.	Basaltic magmas constitute the primary mass flux from Earth's mantle to its crust, carrying information about the conditions of mantle melting through which they were generated. As such, changes in the average basaltic geochemistry through time reflect changes in underlying parameters such as mantle potential temperature and the geodynamic setting of mantle melting. However, sampling bias, preservation bias, and geological heterogeneity complicate the calculation of representative average compositions. Here we use weighted bootstrap resampling to minimize sampling bias over the heterogeneous rock record and obtain maximally representative average basaltic compositions through time. Over the approximately 4 Ga of the continental rock record, the average composition of preserved continental basalts has evolved along a generally continuous trajectory, with decreasing compatible element concentrations and increasing incompatible element concentrations, punctuated by a comparatively rapid transition in some variables such as La/Yb ratios and Zr, Nb, and Ti abundances approximately 2.5 Ga ago. Geochemical modeling of mantle melting systematics and trace element partitioning suggests that these observations can be explained by discontinuous changes in the mineralogy of mantle partial melting driven by a gradual decrease in mantle potential temperature, without appealing to any change in tectonic process. This interpretation is supported by the geochemical record of slab fluid input to continental basalts, which indicates no long-term change in the global proportion of arc versus non-arc basaltic magmatism at any time in the preserved rock record.	https://doi.org/10.1016/j.epsl.2017.10.031	https://brenhinkeller.github.io/files/KellerSchoene2018Preprint.pdf	https://doi.org/10.31223/osf.io/afyxs		https://github.com/brenhinkeller/StatisticalGeochemistry	Keller-Schoene-2018
2018-01-03	A record of deep-ocean dissolved O2 from the oxidation state of iron in submarine basalts	Nature	[<u>UC Berkeley press release</u>](http://news.berkeley.edu/2018/01/03/which-came-first-complex-life-or-high-atmospheric-oxygen/)	Daniel A. Stolper and C. Brenhin Keller	Stolper, D.A. & Keller, C.B. (2018). A record of deep-ocean dissolved O2 from the oxidation state of iron in submarine basalts. <i>Nature</i> 553, 323–327.	The oxygenation of the deep ocean in the geological past has been associated with a rise in the partial pressure of atmospheric molecular oxygen (O2) to near-present levels and the emergence of modern marine biogeochemical cycles. It has also been linked to the origination and diversification of early animals. It is generally thought that the deep ocean was largely anoxic from about 2,500 to 800 million years ago, with estimates of the occurrence of deep-ocean oxygenation and the linked increase in the partial pressure of atmospheric oxygen to levels sufficient for this oxygenation ranging from about 800 to 400 million years ago. Deep-ocean dissolved oxygen concentrations over this interval are typically estimated using geochemical signatures preserved in ancient continental shelf or slope sediments, which only indirectly reflect the geochemical state of the deep ocean. Here we present a record that more directly reflects deep-ocean oxygen concentrations, based on the ratio of Fe3+ to total Fe in hydrothermally altered basalts formed in ocean basins. Our data allow for quantitative estimates of deep-ocean dissolved oxygen concentrations from 3.5 billion years ago to 14 million years ago and suggest that deep-ocean oxygenation occurred in the Phanerozoic (541 million years ago to the present) and potentially not until the late Palaeozoic (less than 420 million years ago).	https://doi.org/10.1038/nature25009					Stolper-Keller-2018
2018-06-04	Potassic, high-silica Hadean crust	Proceedings of the National Academy of Sciences	------	Patrick Boehnke, Elizabeth A. Bell, Thomas Stephan, Reto Trappitsch, C. Brenhin Keller, Olivia S. Pardo, Andrew M. Davis, T. Mark Harrison, and Michael J. Pellin	Boehnke, P., Bell, E.A., Stephan, T., Trappitsch, R., and Keller, C.B., Pardo, O.S., Davis, A.M., Harrison, T.M, and Pellin, M.J. (2018). Potassic, high-silica Hadean crust. <i>Proceedings of the National Academy of Sciences</i> 115 (25) 6353-6356.	Understanding Hadean (> 4 Ga) Earth requires knowledge of its crust. The composition of the crust and volatiles migrating through it directly influence the makeup of the atmosphere, the composition of seawater, and nutrient availability. Despite its importance, there is little known and less agreed upon regarding the nature of the Hadean crust. By analyzing the 87Sr/86 Sr ratio of apatite inclusions in Archean zircons from Nuvvuagittuq, Canada, we show that its protolith had formed a high (> 1) Rb/Sr ratio reservoir by at least 4.2 Ga. This result implies that the early crust had a broad range of igneous rocks, extending from mafic to highly silicic compositions.	https://doi.org/10.1073/pnas.1720880115					Boehnke-etal-2018
2018-08-08	A New Workflow to Assess Emplacement Duration and Melt Residence Time of Compositionally Diverse Magmas Emplaced in a Sub-volcanic Reservoir	Journal of Petrology	------	Barbara C. Ratschbacher, C. Brenhin Keller, Blair Schoene, Scott R. Paterson, J. Lawford Anderson, David Okaya, Keith Putirka, and Rachel Lippoldt	Ratschbacher, B.C. et al. (2018). A New Workflow to Assess Emplacement Duration and Melt Residence Time of Compositionally Diverse Magmas Emplaced in a Sub-volcanic Reservoir. <i>Journal of Petrology</i> 59 (9), 1787-1809.	Construction durations of magma reservoirs are commonly inferred from U–Pb zircon geochronology using various statistical methods to interpret zircon U–Pb age spectra (e.g. weighted mean ages of concordant zircon populations). However, in compositionally different magmas, zircon saturation and crystallization are predicted to occur at different times relative to other mineral phases and the geological event of interest; for instance, magma emplacement. The timescales of these processes can be predicted by numerical modeling and measured using U–Pb zircon thermal ionization mass spectrometry (TIMS) geochronology, therefore creating an opportunity to quantify magma emplacement in space and time to constrain the size and longevity of magma reservoirs during pluton construction. The Jurassic tilted, bimodal (gabbroic and granitic) Guadalupe igneous complex (GIC) in the Sierra Nevada arc presents an exceptional opportunity to study the construction duration of a shallow (1–10 km) magma reservoir comprising multiple magma batches. We present a new workflow to constrain emplacement ages from zircon geochronology of compositionally different magma batches and evaluate melt-present timescales. High-precision U–Pb chemical ablation isotope dilution (CA-ID)-TIMS zircon ages are combined with MELTS modeling to calculate zircon saturation ages for each dated sample. Bayesian statistics are then used to compare calculated zircon saturation distributions with zircon age distributions from TIMS data to predict time, temperature, and melt fraction at zircon saturation and solidus. In addition, we use mineral thermometry and cooling rate calculations to relate zircon saturation ages to emplacement ages for felsic and mafic rocks, resulting in a best estimate for the total construction duration of 295 ± 110 kyr for the GIC. Rhyolites exposed at the top of the GIC are ∼2–3 Myr older and thus not part of the same magmatic system. The good agreement between Ti-in-zircon crystallization temperatures and calculated zircon saturation temperatures by MELTS implies that bulk-rock compositions of both mafic and felsic rocks are close to liquid compositions. Mafic and felsic magmas experienced extensive mingling at the emplacement level in a magma chamber (which, as defined here, has temperatures above the solidus of the respective rock composition) encompassing ∼60% of the exposed map area of the complex shortly after construction. Melt was present within the system for a total duration of ∼550 kyr as constrained by two-dimensional thermal finite-difference modeling using an incremental growth and sill emplacement model. The construction and melt-present timescales calculated in this study for the shallow GIC have implications for the potential of in situ differentiation, mixing and mingling timescales and eruption in shallow magmatic systems.	https://doi.org/10.1093/petrology/egy079					Ratschbaher-etal-2018
2018-08-22	New measurement of the 238U decay constant with inductively coupled plasma mass spectrometry	Journal of Radioanalytical and Nuclear Chemistry	------	Tashi Parsons-Davis, Josh Wimpenny, C. Brenhin Keller, Keenan Thomas, Kyle M. Samperton, Paul R. Renne, Roland Mundil, Ken Moody, Kim Knight, Michael J. Kristo, and Ross Williams	Parsons-Davis, T. et al. (2018). New measurement of the 238U decay constant with inductively coupled plasma mass spectrometry. <i>Journal of Radioanalytical and Nuclear Chemistry</i> 318 (1), 711–721.	The 238U decay constant (λU-238) is fundamental to radioisotope-based chronometry in the Earth and planetary sciences, yet only a single published λU-238 value (Jaffey et al. in Phys Rev C 4(5):1889–1906, 1971) is widely applied. We have determined λU-238 via the novel approach of measuring of 234Th ingrowth in high-purity 238U solutions, using isotope dilution mass spectrometry (ID-MS). The 234Th decay constant (λTh-234) was measured via decay counting with high-purity Ge (HPGe) γ detectors. Preliminary results for λU-238 agree with the value determined by α-counting within the elevated uncertainty of 0.462% (k = 2). Ongoing efforts to reproduce λU-238 with reduced experimental uncertainties will inform future conclusions.	https://doi.org/10.1007/s10967-018-6148-y					Parsons-Davis-etal-2018
2018-10-02	A Stochastic Sampling Approach to Zircon Eruption Age Interpretation	Geochemical Perspectives Letters	“Weighted Means Considered Harmful”  --  try the alternative [<u>here!</u>](https://mybinder.org/v2/gh/brenhinkeller/BayeZirChron.c/master?filepath=julia%2Fdemo.ipynb)	C. Brenhin Keller, Blair Schoene, and Kyle M. Samperton	Keller, C.B., Schoene, B., & Samperton, K.M. (2018). A Stochastic Sampling Approach to Zircon Eruption Age Interpretation. <i>Geochemical Persectives Letters</i> 8, 31–35	The accessory mineral zircon is widely used to constrain the timing of igneous processes such as magma crystallisation or eruption. However, zircon U-Pb ages record zircon crystallisation, which is not an instantaneous process. Zircon saturation calculations link zircon crystallisation, temperature, and melt fraction, allowing for the estimation of zircon crystallisation distributions as a function of time or temperature. Such distributions provide valuable prior information, enabling Bayesian estimates of magma eruption time and allowing for comparison of the relative accuracy of common weighted-mean and youngest-zircon age interpretations with synthetic datasets. We find that both traditional interpretations carry a risk of underestimating the uncertainty in eruption age; a low mean square of weighted deviates (MSWD) does not guarantee the accuracy of weighted-mean interpretations. In the absence of independent confirmation that crystallisation timescale is short relative to analytical uncertainties, a Bayesian approach frequently provides the most accurate results and is least likely to underestimate uncertainty. Since U-Pb zircon studies now routinely resolve geological age dispersion due to increasing analytical precision, such considerations are increasingly critical to future progress in resolving rates and dates of Earth processes.	https://doi.org/10.7185/geochemlet.1826	https://brenhinkeller.github.io/files/KSS2018Preprint.pdf	https://doi.org/10.31223/osf.io/aws79	https://brenhinkeller.github.io/files/KSS2018.pdf	https://github.com/brenhinkeller/BayeZirChron.c	Keller-Schoene-Samperton-2018
2018-10-26	Chron.jl: A Bayesian framework for integrated eruption age and age-depth modelling	osf.io (software)	A model framework for the interpretation of mineral age spectra in stratigraphic context 	C. Brenhin Keller	Keller, C.B. (2018). <i>Chron.jl: A Bayesian framework for integrated eruption age and age-depth modelling</i>.  https://doi.org/10.17605/osf.io/TQX3F	Chron.jl provides a two-part framework for (1) estimating eruption/deposition age distributions from complex mineral age spectra and (2) subsequently building a stratigraphic age model based on those distributions. Each step relies on a Markov-Chain Monte Carlo model. The first (distribution) MCMC model is based on the work of [Keller, Schoene, and Samperton (2018)]( https://doi.org/10.7185/geochemlet.1826) and uses information about the possible form of the true mineral crystallization (or closure) age distribution (e.g., no crystallization possible after eruption or deposition). In this first model, the true eruption or deposition age is a parameter of this scaled crystallization distribution. The stationary distribution of this first MCMC model then gives an estimate of the eruption/deposition age. The second (stratigraphic) MCMC  model uses the estimated (posterior) eruption/deposition age distributions along with the constraint of stratigraphic superposition to produce an age-depth model.	https://doi.org/10.17605/osf.io/TQX3F				https://github.com/brenhinkeller/Chron.jl	Chron-2018
2019-01-22	Neoproterozoic glacial origin of the Great Unconformity	Proceedings of the National Academy of Sciences	It has long been observed that the sequence of sedimentary rocks deposited in the past half-billion years often sharply overlies older igneous or metamorphic basement at an erosional surface known as the Great Unconformity. We provide evidence that this unconformity may record rapid erosion during Neoproterozoic “snowball Earth” glaciations. We show that the extent of Phanerozoic sedimentation in shallow continental seas can be accurately reproduced by modeling the accommodation space produced by the proposed glacial erosion, underlining the importance of glaciation as a means for lowering erosional base level. These results provide constraints on the sedimentary and geochemical environment in which the first multicellular animals evolved and diversified in the “Cambrian explosion” following the unconformity.	C. Brenhin Keller, Jon M. Husson, Ross N. Mitchell, William F. Bottke, Thomas M. Gernon, Patrick Boehnke, Elizabeth A. Bell, Nicholas L. Swanson-Hysell, and Shanan E. Peters	Keller, C.B., Husson, J.M., Mitchell, R.N., Bottke, W.F., Gernon, T.M., Bell, E.A., Swanson-Hysell, N.L., & Peters, S.E. (2019). Neoproterozoic glacial origin of the Great Unconformity. <i>Proceedings of the National Academy of Sciences</i> 116 (4), 1136-1145.	The Great Unconformity, a profound gap in Earth’s stratigraphic record often evident below the base of the Cambrian system, has remained among the most enigmatic field observations in Earth science for over a century. While long associated directly or indirectly with the occurrence of the earliest complex animal fossils, a conclusive explanation for the formation and global extent of the Great Unconformity has remained elusive. Here we show that the Great Unconformity is associated with a set of large global oxygen and hafnium isotope excursions in magmatic zircon that suggest a late Neoproterozoic crustal erosion and sediment subduction event of unprecedented scale. These excursions, the Great Unconformity, preservational irregularities in the terrestrial bolide impact record, and the first-order pattern of Phanerozoic sedimentation can together be explained by spatially heterogeneous Neoproterozoic glacial erosion totaling a global average of 3–5 vertical kilometers, along with the subsequent thermal and isostatic consequences of this erosion for global continental freeboard.	https://doi.org/10.1073/pnas.1804350116	https://brenhinkeller.github.io/files/GreatUnconformity2019Preprint.pdf	https://doi.org/10.31223/osf.io/4k6pd	https://brenhinkeller.github.io/files/GreatUnconformity2019.pdf	https://github.com/brenhinkeller/GreatUnconformity	GreatUnconformity-2019
2019-02-22	U-Pb constraints on pulsed eruption of the Deccan Traps across the end-Cretaceous mass extinction	Science	See also [<u>Perspective</u>](http://doi.org/10.1126/science.aaw0473) by Seth Burgess	Blair Schoene, Michael P. Eddy, Kyle M. Samperton, C. Brenhin Keller, Gerta Keller, Thierry Adatte, and Syed F. R. Khadri	Schoene, B., Eddy, M.P., Samperton, K.M., Keller, C.B., Keller, G., Adatte, T., & Khadri, S.F.R. (2019). U-Pb constraints on pulsed eruption of the Deccan Traps across the end-Cretaceous mass extinction. <i>Science</i> 363 (6429), 862–866.	Temporal correlation between some continental flood basalt eruptions and mass extinctions has been proposed to indicate causality, with eruptive volatile release driving environmental degradation and extinction. We tested this model for the Deccan Traps flood basalt province, which, along with the Chicxulub bolide impact, is implicated in the Cretaceous-Paleogene (K-Pg) extinction approximately 66 million years ago. We estimated Deccan eruption rates with uranium-lead (U-Pb) zircon geochronology and resolved four high-volume eruptive periods. According to this model, maximum eruption rates occurred before and after the K-Pg extinction, with one such pulse initiating tens of thousands of years prior to both the bolide impact and extinction. These findings support extinction models that incorporate both catastrophic events as drivers of environmental deterioration associated with the K-Pg extinction and its aftermath.	https://doi.org/10.1126/science.aau2422					Schoene-etal-2019
2019-05-29	Chronostratigraphic model of a high-resolution drill core record of the past million years from the Koora Basin, south Kenya Rift: Overcoming the difficulties of variable sedimentation rate and hiatuses	Quaternary Science Reviews	------	Alan Deino, Rene Dommain, C. Brenhin Keller, Richard Potts, Anna Behrensmeyer, Emily Beverly, John King, Clifford Heil, Mona Stockhecke, Erik Brown, Jessica Moerman, Peter de Menocal, and the Olorgesailie Drilling Project Scientific Team	Deino, A.L., Dommain, R., Keller, C.B., Potts, R., Behrensmeyer, A.K., Beverly, E.J., King, J., Heil, C.W., Stockhecke, M., Brown, E.T., Moerman, J., de Menocal, P., Levin, N.E., & ODP Scientific Team. (2019). Chronostratigraphic model of a high-resolution drill core record of the past million years from the Koora Basin, south Kenya Rift: Overcoming the difficulties of variable sedimentation rate and hiatuses. <i>Quaternary Science Reviews</i> 215, 213–231.	The Olorgesailie Drilling Project and the related Hominin Sites and Paleolakes Drilling Project in East Africa were initiated to test hypotheses and models linking environmental change to hominin evolution by drilling lake basin sediments adjacent to important archeological and paleoanthropological sites. Drill core OLO12-1A recovered 139 m of sedimentary and volcaniclastic strata from the Koora paleolake basin, southern Kenya Rift, providing the opportunity to compare paleoenvironmental influences over the past million years with the parallel record exposed at the nearby Olorgesailie archeological site. To refine our ability to link core-to-outcrop paleoenvironmental records, we institute here a methodological framework for deriving a robust age model for the complex lithostratigraphy of OLO12-1A. Firstly, chronostratigraphic control points for the core were established based on 40Ar/39Ar ages from intercalated tephra deposits and a basal trachyte flow, as well as the stratigraphic position of the Brunhes-Matuyama geomagnetic reversal. This dataset was combined with the position and duration of paleosols, and analyzed using a new Bayesian algorithm for high-resolution age-depth modelling of hiatus-bearing stratigraphic sections. This model addresses three important aspects relevant to highly dynamic, non-linear depositional environments: 1) correcting for variable rates of deposition, 2) accommodating hiatuses, and 3) quantifying realistic age uncertainty with centimetric resolution. Our method is applicable to typical depositional systems in extensional rifts as well as to drill cores from other dynamic terrestrial or aquatic environments. We use the core age model and lithostratigraphy to examine the interconnectivity of the Koora Basin to adjacent areas and sources of volcanism.	https://doi.org/10.1016/j.quascirev.2019.05.009					Deino-etal-2019a
2019-10-02	Coupled stratigraphic and U-Pb zircon age constraints on the late Paleozoic icehouse-to-greenhouse turnover in south-central Gondwana	Geology	------	Neil Patrick Griffis, Isabel Patricia Montañez, Roland Mundil, Jon Richey, John Isbell, Nick Fedorchuk, Bastien Linol, Roberto Iannuzzi, Fernando Vesely, Thammy Mottin, Eduardo da Rosa, Brenhin Keller, and Qing-Zhu Yin	Griffis, N.P., Montañez, I.P., Mundil, R., Richey, J., Isbell, J., Fedorchuk, N., Linol, B., Ianuzzi, R., Vesely, F., Mottin, T., da Rosa, E., Keller, B., & Yin, Q.-Z. (2019). Coupled stratigraphic and U-Pb zircon age constraints on the late Paleozoic icehouse-to-greenhouse turnover in south-central Gondwana. <i>Geology</i> 47 (12), 1146–1150.	The demise of the Late Paleozoic Ice Age has been hypothesized as diachronous, occurring first in western South America and progressing eastward across Africa and culminating in Australia over an ~60 m.y. period, suggesting tectonic forcing mechanisms that operate on time scales of 106 yr or longer. We test this diachronous deglaciation hypothesis for southwestern and south-central Gondwana with new single crystal U-Pb zircon chemical abrasion thermal ionizing mass spectrometry (CA-TIMS) ages from volcaniclastic deposits in the Paraná (Brazil) and Karoo (South Africa) Basins that span the terminal deglaciation through the early postglacial period. Intrabasinal stratigraphic correlations permitted by the new high-resolution radioisotope ages indicate that deglaciation across the south to southeast Paraná Basin was synchronous, with glaciation constrained to the Carboniferous. Cross-basin correlation reveals two additional glacial-deglacial cycles in the Karoo Basin after the terminal deglaciation in the Paraná Basin. South African glaciations were penecontemporaneous (within U-Pb age uncertainties) with third-order sequence boundaries (i.e., inferred base-level falls) in the Paraná Basin. Synchroneity between early Permian glacial-deglacial events in southwestern to south-central Gondwana and pCO2 fluctuations suggest a primary CO2 control on ice thresholds. The occurrence of renewed glaciation in the Karoo Basin, after terminal deglaciation in the Paraná Basin, reflects the secondary influences of regional paleogeography, topography, and moisture sources.	https://doi.org/10.1130/G46740.1					Griffis-etal-2019
2019-10-15	Chronostratigraphy of the Baringo-Tugen-Barsemoi (HSPDP-BTB13-1A) core – 40Ar/39Ar dating, magnetostratigraphy, tephrostratigraphy, sequence stratigraphy and Bayesian age modeling	Palaeogeography, Palaeoclimatology, Palaeoecology	------	Al L. Deino, Mark J. Sier, Dominique Garello, Brenhin Keller, John Kingston, Jennifer Scott, Guillaume Dupont-Nivet, and  A. Cohen	Deino, A.L., Sier, M.J., Garello,  D., Keller, B., Kingston, J., Scott, J., Dupont-Nivet, G., & Cohen, A. (2019). Chronostratigraphy of the Baringo-Tugen-Barsemoi (HSPDP-BTB13-1A) core – 40Ar/39Ar dating, magnetostratigraphy, tephrostratigraphy, sequence stratigraphy and Bayesian age modeling. <i>Palaeogeography, Palaeoclimatology, Palaeoecology</i> 523, 109258.	The Baringo-Tugen-Barsemoi 2013 drillcore (BTB13), acquired as part of the Hominin Sites and Paleolakes Drilling Project, recovered 228 m of fluviolacustrine sedimentary rocks and tuffs spanning a ~3.29–2.56 Ma interval of the highly fossiliferous and hominin-bearing Chemeron Formation, Tugen Hills, Kenya. Here we present a Bayesian stratigraphic age model for the core employing chronostratigraphic control points derived from 40Ar/39Ar dating of tuffs from core and outcrop, 40Ar/39Ar age calibration of related outcrop diatomaceous units, and core magnetostratigraphy. The age model reveals three main intervals with distinct sediment accumulation rates: an early rapid phase from 3.2 to 2.9 Ma; a relatively slow phase from 2.9 to 2.7 Ma; and the highest rate of accumulation from 2.7 to 2.6 Ma. The intervals of rapid accumulation correspond to periods of high Earth orbital eccentricity, whereas the slow accumulation interval corresponds to low eccentricity at 2.9–2.7 Ma, suggesting that astronomically mediated climate processes may be responsible for the observed changes in sediment accumulation rate. Lacustrine transgression-regression events, as delineated using sequence stratigraphy, dominantly operate on precession scale, particularly within the high eccentricity periods. A set of erosively based fluvial conglomerates correspond to the 2.9–2.7 Ma interval, which could be related to either the depositional response to low eccentricity or to the development of unconformities due to local tectonic activity. Age calibration of core magnetic susceptibility and gamma density logs indicates a close temporal correspondence between a shift from high- to low-frequency signal variability at ~3 Ma, approximately coincident the end of the mid-Piacenzian Warm Period, and the beginning of the cooling of world climate leading to the initiation of Northern Hemispheric glaciation c. 2.7 Ma. BTB13 and the Baringo Basin records may thus provide evidence of a connection between high-latitude glaciation and equatorial terrestrial climate toward the end of the Pliocene.	https://doi.org/10.1016/j.palaeo.2019.109519					Deino-etal-2019b
2019-12-11	Stepwise chemical abrasion–isotope dilution–thermal ionization mass spectrometry with trace element analysis of microfractured Hadean zircon	Geochronology	The oldest known minerals on Earth are Hadean (> 4.0 Ga) zircons from the Jack Hills, Australia. We present the first application to such Hadean zircons of stepwise chemical abrasion isotope dilution thermal ionization mass spectrometry with trace element analysis (stepwise CA-ID-TIMS-TEA). We examine the evolution in U-Pb age and trace element chemistry of zircon domains accessed by successive chemical abrasion steps in the context of the geologic history of the Jack Hills zircons.	C. Brenhin Keller, Patrick Boehnke, Blair Schoene, and T. Mark Harrison	Keller, C.B., Boehnke, P., Schoene, B., and Harrison, T.M. (2019) Stepwise chemical abrasion–isotope dilution–thermal ionization mass spectrometry with trace element analysis of microfractured Hadean zircon, <i>Geochronology</i> 1 (1), 85–97.	The Hadean Jack Hills zircons represent the oldest known terrestrial material, providing a unique and truly direct record of Hadean Earth history. This zircon population has been extensively studied via high spatial resolution, high throughput in situ isotopic and elemental analysis techniques such as secondary ionization mass spectrometry (SIMS), but not by comparatively destructive, high-temporal-precision (< 0.05 % two-sigma) thermal ionization mass spectrometry (TIMS). In order to better understand the lead loss and alteration history of terrestrial Hadean zircons, we conduct stepwise chemical abrasion isotope dilution thermal ionization mass spectrometry with trace element analysis (CA-ID-TIMS-TEA) on manually microfractured Hadean Jack Hills zircon fragments previously dated by SIMS. We conducted three successive HF leaching steps on each individual zircon fragment, followed by column chromatography to isolate U-Pb and trace element fractions. Following isotopic and elemental analysis, the result is an independent age and trace element composition for each leachate of each zircon fragment. We observe ~ 50 Myr of age heterogeneity in concordant residues from a single zircon grain, along with a protracted history of post-Hadean Pb-loss with at least two modes circa ~0 and 2–4 Ga. Meanwhile, step-wise leachate trace element chemistry reveals enrichments of light rare earth elements, uranium, thorium, and radiogenic lead in early leached domains relative to the zircon residue. In addition to confirming the efficacy of the LREE-I alteration index and providing new insight into the mechanism of chemical abrasion, the interpretation and reconciliation of these results suggests that Pb-loss is largely driven by low-temperature aqueous recrystallization, and that regional thermal events may act to halt – not initiate – Pb-loss from metamict domains in the Hadean Jack Hills zircons.	https://doi.org/10.5194/gchron-1-85-2019	https://brenhinkeller.github.io/files/KBSH2019Preprint.pdf	https://doi.org/10.31223/osf.io/gzr43	https://brenhinkeller.github.io/files/KBSH2019.pdf	https://github.com/brenhinkeller/JackHillsTIMS-TEA	Keller-etal-2019
2020-08-17	Constraining crustal silica on ancient Earth	Proceedings of the National Academy of Sciences	On geologic timescales, Earth’s habitable climate is maintained by a negative feedback process wherein atmospheric CO₂ is consumed by reaction with silicate rocks during erosion and weathering. However, relative to modern continental crust, many models propose an ancient crust that was thinner, denser, and significantly lower in silica for the first 1 to 2 billion years of Earth history. Like modern oceanic crust, such mafic crust would likely be poorly exposed to the atmosphere, resulting in a less climatically stable early Earth. We find that two geologic processes (mantle cooling and atmospheric oxidation) significantly compromise some previous methods for estimating ancient crustal composition. Accounting for these factors results in estimates much closer to the composition of modern continental crust.	C. Brenhin Keller and T. Mark Harrison	Keller, C.B. and Harrison, T.M. (2020). Constraining crustal silica on ancient Earth. <i>Proceedings of the National Academy of Sciences</i> 117 (35), 21101–21107.	Accurately quantifying the composition of continental crust on Hadean and Archean Earth is critical to our understanding of the physiography, tectonics, and climate of our planet at the dawn of life. One longstanding paradigm involves the growth of a relatively mafic planetary crust over the first 1 to 2 billion years of Earth history, implying a lack of modern plate tectonics and a paucity of subaerial crust, and consequently lacking an efficient mechanism to regulate climate. Others have proposed a more uniformitarian view in which Archean and Hadean continents were only slightly more mafic than at present. Apart from complications in assessing early crustal composition introduced by crustal preservation and sampling biases, effects such as the secular cooling of Earth’s mantle and the biologically driven oxidation of Earth’s atmosphere have not been fully investigated. We find that the former complicates efforts to infer crustal silica from compatible or incompatible element abundances, while the latter undermines estimates of crustal silica content inferred from terrigenous sediments. Accounting for these complications, we find that the data are most parsimoniously explained by a model with nearly constant crustal silica since at least the early Archean.	https://doi.org/10.1073/pnas.2009431117	https://brenhinkeller.github.io/files/KellerHarrison2020Preprint.pdf	https://doi.org/10.31223/osf.io/75evw		https://github.com/brenhinkeller/StatGeochem.jl	Keller-Harrison-2020
2020-10-21	Increased ecological resource variability during a critical transition in hominin evolution	Science Advances	------	Richard Potts, René Dommain, Jessica W. Moerman1, Anna K. Behrensmeyer, Alan L. Deino, Simon Riedl, Emily J. Beverly, Erik T. Brown, Daniel Deocampo, Rahab Kinyanjui, Rachel Lupien, R. Bernhart Owen, Nathan Rabideaux, James M. Russell, Mona Stockhecke, Peter deMenocal, J. Tyler Faith, Yannick Garcin, Anders Noren, Jennifer J. Scott, David Western, Jordon Bright, Jennifer B. Clark, Andrew S. Cohen, C. Brenhin Keller, John King, Naomi E. Levin, Kristina Brady Shannon, Veronica Muiruri, Robin W. Renaut, Stephen M. Rucina and Kevin Uno	Potts, R., Dommain, R., Moerman, J.W, Behrensmeyer, A.K., Deino, A.L., Riedl, S., Beverly, E.J., Brown, E.T., Deocampo, D., Kinyanjui, R., Lupien, R., Owen, R.B., Rabideaux, N., Russell, J.M., Stockhecke, M., deMenocal, P., Faith, J.T.,  Garcin, Y., Noren, A., Scott, J.J, Western, D., Bright, D., Clark, J.B., Cohen, A.S., Keller C.B., King, J., Levin, N.E., Shannon K.B, Muiruri, V., Renaut, R.W, Rucina, S.M., & Uno, K. (2020). Increased ecological resource variability during a critical transition in hominin evolution. <i>Science Advances</i> 6 (43), eabc8975	Although climate change is considered to have been a large-scale driver of African human evolution, landscape-scale shifts in ecological resources that may have shaped novel hominin adaptations are rarely investigated. We use well-dated, high-resolution, drill-core datasets to understand ecological dynamics associated with a major adaptive transition in the archeological record ~24 km from the coring site. Outcrops preserve evidence of the replacement of Acheulean by Middle Stone Age (MSA) technological, cognitive, and social innovations between 500 and 300 thousand years (ka) ago, contemporaneous with large-scale taxonomic and adaptive turnover in mammal herbivores. Beginning ~400 ka ago, tectonic, hydrological, and ecological changes combined to disrupt a relatively stable resource base, prompting fluctuations of increasing magnitude in freshwater availability, grassland communities, and woody plant cover. Interaction of these factors offers a resource-oriented hypothesis for the evolutionary success of MSA adaptations, which likely contributed to the ecological flexibility typical of Homo sapiens foragers.	https://doi.org/10.1126/sciadv.abc8975					Potts-etal-2020
